what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255633932605
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255634017100
activated,view,org.rubypeople.rdt.ui,1.2.3.26356,"org.rubypeople.rdt.ui.RubyExplorer",1255634035057
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255634035183
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1255634036324
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255634048296
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255634080106
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255634098988
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255634476468
opened,editor,org.rubypeople.rdt.ui,1.2.3.26356,"org.rubypeople.rdt.ui.EditorRubyFile",1255634481229
activated,editor,org.rubypeople.rdt.ui,1.2.3.26356,"org.rubypeople.rdt.ui.EditorRubyFile",1255634481300
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255634624959
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255634627574
started,bundle,org.rubypeople.rdt.refactoring,1.2.2.25647,"org.rubypeople.rdt.refactoring",1255634629432
started,bundle,org.eclipse.ecf.presence,2.0.0.v20090916-2238,"org.eclipse.ecf.presence",1255634629492
started,bundle,org.eclipse.ecf.presence.ui,2.0.0.v20090916-2238,"org.eclipse.ecf.presence.ui",1255634629493
executed,command,org.rubypeople.rdt.testunit,1.2.3.26263,"org.rubypeople.rdt.testunit.testunitShortcut.run",1255634633226
error,log,,,"Setting executable bit for: /usr/local/jruby-1.3.1/bin/jruby",1255634633251
opened,view,org.rubypeople.rdt.testunit,1.2.3.26263,"org.rubypeople.rdt.testunit.views.TestUnitView",1255634633775
activated,view,org.rubypeople.rdt.testunit,1.2.3.26263,"org.rubypeople.rdt.testunit.views.TestUnitView",1255634640812
activated,editor,org.rubypeople.rdt.ui,1.2.3.26356,"org.rubypeople.rdt.ui.EditorRubyFile",1255634644931
activated,view,org.rubypeople.rdt.testunit,1.2.3.26263,"org.rubypeople.rdt.testunit.views.TestUnitView",1255634665139
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255634673290
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255634695860
opened,view,com.aptana.rdt.rake,1.3.1.26263,"com.aptana.rdt.ViewRakeTasks",1255634699854
