what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.validation,1.2.102.v200905201610,"org.eclipse.wst.validation",1256062052242
started,bundle,org.eclipse.jst.j2ee,1.1.301.v200909030330,"org.eclipse.jst.j2ee",1256062052374
started,bundle,org.maven.ide.eclipse.editor,0.9.8.200905041414,"org.maven.ide.eclipse.editor",1256062052884
started,bundle,org.maven.ide.eclipse.jdt,0.9.8.200905041413,"org.maven.ide.eclipse.jdt",1256062052886
started,bundle,org.maven.ide.eclipse.refactoring,0.9.8.200905041414,"org.maven.ide.eclipse.refactoring",1256062052900
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.closeProject",1256062060587
error,log,,,"Resource '/example-rails-polymorphic-model' is not open.",1256062060872
error,log,,,"Resource '/example-rails-polymorphic-model' is not open.",1256062061898
error,log,,,"Resource '/example-rails-polymorphic-model' is not open.",1256062061907
error,log,,,"Resource '/example-rails-polymorphic-model' is not open.",1256062061920
error,log,,,"Resource '/example-rails-polymorphic-model' is not open.",1256062061941
error,log,,,"Resource '/example-rails-polymorphic-model' is not open.",1256062061945
error,log,,,"Resource '/example-rails-polymorphic-model' is not open.",1256062061976
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256062065271
started,bundle,com.aptana.ide.professional.licensing,1.5.0.25826,"com.aptana.ide.professional.licensing",1256062073954
started,bundle,com.aptana.ide.scripting,1.5.0.24993,"com.aptana.ide.scripting",1256062074005
started,bundle,org.eclipse.eclipsemonkey,1.5.0.24896,"org.eclipse.eclipsemonkey",1256062074054
started,bundle,org.eclipse.eclipsemonkey.lang.javascript,1.5.0.24896,"org.eclipse.eclipsemonkey.lang.javascript",1256062074097
started,bundle,org.eclipse.eclipsemonkey.lang.ruby,1.2.2.25649,"org.eclipse.eclipsemonkey.lang.ruby",1256062074100
started,bundle,org.eclipse.jdt.launching,3.5.0.v20090527,"org.eclipse.jdt.launching",1256062074653
error,log,,,"Setting executable bit for: /usr/local/jruby-1.3.1/bin/jruby",1256062074771
started,bundle,org.radrails.server.core,1.2.2.26357,"org.radrails.server.core",1256062075281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256062075375
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.5,"org.tigris.subversion.clientadapter.javahl",1256062075508
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.4,"org.tigris.subversion.clientadapter.svnkit",1256062075512
