what,kind,bundleId,bundleVersion,description,time
opened,view,com.aptana.ide.server.ui,1.5.0.24896,"com.aptana.ide.server.ui.serversView",1255632747369
activated,perspective,org.radrails.rails.ui,1.3.1.26334,"org.radrails.rails.ui.PerspectiveRails",1255632747439
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1255632747444
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.perspectives.showPerspective",1255632747487
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.perspectives.showPerspective",1255632747488
activated,view,org.rubypeople.rdt.ui,1.2.3.26356,"org.rubypeople.rdt.ui.RubyExplorer",1255632750183
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255632755780
error,log,,,"Setting executable bit for: /usr/local/jruby-1.3.1/bin/jruby",1255632776829
started,bundle,org.eclipse.jst.servlet.ui,1.1.301.v200908101600,"org.eclipse.jst.servlet.ui",1255632777501
started,bundle,org.eclipse.jst.jee.ui,1.0.201.v200908270924,"org.eclipse.jst.jee.ui",1255632777534
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.300.v200903120000,"org.eclipse.jst.j2ee.navigator.ui",1255632777628
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255632778132
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.5,"org.tigris.subversion.clientadapter.javahl",1255632778480
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.4,"org.tigris.subversion.clientadapter.svnkit",1255632778484
started,bundle,org.tmatesoft.svnkit,1.3.0.5847,"org.tmatesoft.svnkit",1255632778526
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1255632778641
activated,view,com.aptana.ide.server.ui,1.5.0.24896,"com.aptana.ide.server.ui.serversView",1255632783724
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1255632786517
error,log,,,"Setting executable bit for: /usr/local/jruby-1.3.1/bin/jruby",1255632787540
activated,view,com.aptana.ide.server.ui,1.5.0.24896,"com.aptana.ide.server.ui.serversView",1255632788919
error,log,,,"Setting executable bit for: /usr/local/jruby-1.3.1/bin/jruby",1255632794183
error,log,,,"Setting executable bit for: /usr/local/jruby-1.3.1/bin/jruby",1255632799160
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1255632800402
opened,view,com.aptana.rdt.ui,1.3.1.26356,"com.aptana.gems.ui.ViewGems",1255632807181
activated,view,com.aptana.rdt.ui,1.3.1.26356,"com.aptana.gems.ui.ViewGems",1255632807198
