what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255635054200
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255635285076
activated,view,org.rubypeople.rdt.testunit,1.2.3.26263,"org.rubypeople.rdt.testunit.views.TestUnitView",1255635288035
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255635289999
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255635357154
activated,view,com.aptana.rdt.rake,1.3.1.26263,"com.aptana.rdt.ViewRakeTasks",1255635359095
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255635374737
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255635393359
error,log,,,"Setting executable bit for: /usr/local/jruby-1.3.1/bin/jruby",1255635406200
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255635406491
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255635406589
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1255635409225
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255635418311
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255641513813
activated,view,org.rubypeople.rdt.ui,1.2.3.26356,"org.rubypeople.rdt.ui.RubyExplorer",1255641514863
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255641519462
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1255641519979
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1255641519980
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.306.v200810082309,"org.eclipse.jst.ws.axis.consumption.core",1255641519981
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.103.v200807162242,"org.eclipse.jst.ws.axis2.creation.ui",1255641519981
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.102.v200807232000,"org.eclipse.jst.ws.axis2.consumption.ui",1255641519985
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.105.v200901220134,"org.eclipse.jst.ws.axis2.creation.core",1255641519986
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.consumption.core",1255641519986
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.302.v200905260749,"org.eclipse.jst.ws.axis2.ui",1255641519986
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.core",1255641519987
