what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255633078943
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255633082972
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.rubypeople.rdt.internal.core.RubyProject",1255633084546
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255633087252
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255633100948
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1255633100981
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1255633100982
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.debug.core"".",1255633101177
error,log,,,"An exception occurred during launch change notification.",1255633101177
error,log,,,"An internal error occurred during: ""Stopping server"".",1255633101773
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255633101863
error,log,,,"Resource '/example-rails-polymorphic-model' does not exist.",1255633102716
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255633103979
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255633108700
started,bundle,org.eclipse.jdt.launching,3.5.0.v20090527,"org.eclipse.jdt.launching",1255633136818
error,log,,,"Setting executable bit for: /usr/local/jruby-1.3.1/bin/jruby",1255633136851
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255633137230
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255633138986
error,log,,,"Setting executable bit for: /usr/local/jruby-1.3.1/bin/jruby",1255633141679
error,log,,,"Setting executable bit for: /usr/local/jruby-1.3.1/bin/jruby",1255633145642
opened,editor,org.radrails.rails.ui,1.3.1.26334,"org.radrails.rails.ui.browser.BrowserEditor",1255633154572
activated,editor,org.radrails.rails.ui,1.3.1.26334,"org.radrails.rails.ui.browser.BrowserEditor",1255633154587
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255633481151
activated,view,org.rubypeople.rdt.ui,1.2.3.26356,"org.rubypeople.rdt.ui.RubyExplorer",1255633483765
closed,editor,org.radrails.rails.ui,1.3.1.26334,"org.radrails.rails.ui.browser.BrowserEditor",1255633483765
