what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256281678051
activated,editor,org.codehaus.groovy.eclipse.ui,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.editor.GroovyEditor",1256281678839
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256281700908
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256281703002
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256281722387
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256281722690
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256281723828
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1256281725061
activated,editor,org.codehaus.groovy.eclipse.ui,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.editor.GroovyEditor",1256281729129
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256281745225
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256281746714
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256281780926
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256281784923
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256281786572
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256281806909
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1256281808066
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1256281808495
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256281809049
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1256281856552
activated,editor,org.codehaus.groovy.eclipse.ui,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.editor.GroovyEditor",1256281856864
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256283063196
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256285312832
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256285475695
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256285477368
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256285502059
