what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"2",1256410724488
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1256410724488
java.runtime.version,sysinfo,,,"1.5.0_16-b06-284",1256410724488
java.specification.name,sysinfo,,,"Java Platform API Specification",1256410724488
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1256410724488
java.specification.version,sysinfo,,,"1.5",1256410724488
java.vendor,sysinfo,,,"Apple Inc.",1256410724488
java.version,sysinfo,,,"1.5.0_16",1256410724488
java.vm.info,sysinfo,,,"mixed mode",1256410724488
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1256410724488
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1256410724488
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1256410724488
java.vm.specification.version,sysinfo,,,"1.0",1256410724488
java.vm.vendor,sysinfo,,,"Apple Inc.",1256410724488
java.vm.version,sysinfo,,,"1.5.0_16-133",1256410724488
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.ui",1256410724520
started,bundle,org.eclipse.mylyn.team.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.team.ui",1256410724562
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1256410724704
started,bundle,org.tigris.subversion.clientadapter,1.6.4.1,"org.tigris.subversion.clientadapter",1256410724848
started,bundle,org.tigris.subversion.subclipse.core,1.6.5,"org.tigris.subversion.subclipse.core",1256410724873
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.monitor.ui",1256410724912
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1256410725430
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1256410725431
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1256410725852
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1256410725981
