what,kind,bundleId,bundleVersion,description,time
activated,editor,org.codehaus.groovy.eclipse.ui,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.editor.GroovyEditor",1256277643315
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1256277686956
started,bundle,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui",1256277686977
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256277694562
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256277844275
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256277892694
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1256277894867
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1256277896006
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256277906045
started,bundle,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.ui",1256277911683
started,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1256277911714
started,bundle,org.eclipse.jst.jsp.core,1.2.203.v200908241513,"org.eclipse.jst.jsp.core",1256277911855
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256277912439
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1256277912504
opened,editor,org.codehaus.groovy.eclipse.ui,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.editor.GroovyEditor",1256277914597
activated,editor,org.codehaus.groovy.eclipse.ui,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.editor.GroovyEditor",1256277914650
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256278016838
started,bundle,org.eclipse.ecf.presence,2.0.0.v20090916-2238,"org.eclipse.ecf.presence",1256278083936
started,bundle,org.eclipse.ecf.presence.ui,2.0.0.v20090916-2238,"org.eclipse.ecf.presence.ui",1256278083970
started,bundle,com.aptana.ide.editor.php,1.1.0.25789,"com.aptana.ide.editor.php",1256278086133
started,bundle,com.aptana.ide.parsing,1.5.0.25384,"com.aptana.ide.parsing",1256278086559
started,bundle,com.aptana.ide.editor.smarty,1.1.0.25789,"com.aptana.ide.editor.smarty",1256278086599
executed,command,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit.junitShortcut.run",1256278088414
started,bundle,org.maven.ide.eclipse.launching,0.9.8.200905041413,"org.maven.ide.eclipse.launching",1256278088629
opened,view,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit.ResultView",1256278088927
